condition,snippet_id,snippet_text,question,run,score,reasoning
standard_llm,llm-lines:0238,"eyes of dawn, red with truth.",2,1,1,"This is a brief, imagistic fragment that fits comfortably within the tradition of poetry—specifically lyric or imagist poetry—with its compressed metaphor, sensory imagery, and lack of narrative or discursive structure."
standard_llm,llm-lines:0558,raindrops kiss the silent stones.,2,2,1,"This is a clear, concise line of nature imagery using personification, immediately recognizable as poetry (specifically lyric or imagist poetry)."
lstm_vae,lstm-vae-lines:0429,i know you're going to die,2,2,1,"This extremely brief fragment could function as a line of dialogue, a piece of micro-poetry, a lyric, or a dramatic statement, making it easily assignable to several recognized modes without any elements that resist categorization."
standard_llm,llm-lines:0142,distant stars hang on broken trees,1,5,1,"This reads as a deliberately composed line of poetry, with its juxtaposition of cosmic and terrestrial imagery (""stars"" and ""trees"") connected by the evocative verb ""hang"" and the carefully chosen adjective ""broken"" — all hallmarks of intentional imagistic craft in the tradition of minimalist or surrealist poetry."
standard_llm,llm-lines:0692,songs buried in the sand of stars,1,1,1,"This short phrase is clearly a crafted poetic construction, deliberately layering metaphors (songs, burial, sand, stars) to create a dreamy, cosmic imagery through intentional juxtaposition and compression."
lstm_vae,lstm-vae-lines:0344,i am all of hate in fear,2,1,2,"This brief, grammatically unconventional phrase reads as a fragment of confessional or expressionist poetry, fitting recognizably within traditions of minimalist, raw emotional verse, though its slightly unusual syntax (""all of hate in fear"") gives it a mild sense of resistance to easy categorization."
standard_llm,llm-lines:0665,silence speaks in heavy breaths.,2,3,1,"This is a concise, aphoristic line that fits squarely within the tradition of lyric poetry or poetic fragment, employing personification and paradox in a way that is immediately recognizable as a poetic mode."
lstm_vae,lstm-vae-lines:0714,something you feel,2,4,4,"This is an extremely minimal fragment that could be a phrase from virtually any context—poetry, song lyrics, conversation, advertising, self-help—and its brevity and lack of surrounding context make it resist meaningful categorization, though its simplicity and evocative quality gesture toward lyrical or aphoristic modes."
lstm_vae,lstm-vae-lines:0828,this will be the night,2,3,1,"This extremely brief phrase could be a song lyric, a line of dialogue, a fragment of poetry, or a declarative statement, and its brevity and simplicity make it easily recognizable as a common idiomatic expression or narrative fragment rather than something that resists categorization."
standard_llm,llm-lines:0604,shadows crawl under electric skies.,1,1,1,"This reads as a deliberately crafted poetic line, with the personification of ""shadows crawl"" and the evocative juxtaposition of natural imagery (""shadows,"" ""skies"") with the technological (""electric"") clearly designed to produce a specific atmospheric and literary effect."
standard_llm,llm-lines:0692,songs buried in the sand of stars,2,2,1,"This short phrase is immediately recognizable as poetic or lyrical writing, employing surrealist-inflected imagery with layered metaphors and a compact, evocative structure typical of poetry fragments or prose poetry."
standard_llm,llm-lines:0142,distant stars hang on broken trees,1,1,1,"This reads as a deliberately composed line of poetry, with its juxtaposition of cosmic and terrestrial imagery (""stars"" and ""trees"") and the evocative modifier ""broken"" all working together as a carefully crafted surrealist or imagist fragment designed to produce a specific atmospheric effect."
lstm_vae,lstm-vae-lines:0284,dreams . lead me in your dreams,2,1,2,"This very brief fragment reads as a minimalist poetic or lyrical utterance, easily recognizable as belonging to the tradition of short-form poetry, song lyrics, or meditative/spiritual writing."
standard_llm,llm-lines:0142,distant stars hang on broken trees,2,3,1,"This is a concise, imagistic line that is immediately recognizable as poetry—specifically lyrical or imagist poetry—combining natural imagery with a surreal or metaphorical juxtaposition in a way that fits comfortably within established poetic traditions."
lstm_vae,lstm-vae-lines:0826,this place where the end,2,5,2,"This extremely brief fragment reads as a truncated line of poetry or a poetic fragment, fitting easily within recognized traditions of minimalist or fragmentary poetry."
standard_llm,llm-lines:0095,"caught in static, our hearts lose their beat",2,3,1,"This is a concise, metaphorical line that reads immediately as poetry or song lyrics, with its figurative language, rhythmic cadence, and emotional compression fitting squarely within recognizable lyric/poetic traditions."
lstm_vae,lstm-vae-lines:0389,i feel this mind,2,1,2,"This extremely brief phrase reads as a minimalist poetic or meditative utterance, fitting comfortably within traditions of minimalist poetry, haiku-adjacent writing, or contemplative lyric fragments."
lstm_vae,lstm-vae-lines:0344,i am all of hate in fear,1,5,4,"This brief phrase has an unusual grammatical structure (""all of hate in fear"") that could be a deliberate poetic compression, but it also reads like something produced by someone with limited command of English or a machine-generated fragment — its strangeness feels less like careful craft and more like an accidental rearrangement that happens to carry emotional weight."
standard_llm,llm-lines:0616,shadows deepen beneath the pines,2,3,1,"This is a brief, imagistic line that fits comfortably within recognized poetic traditions—it reads as a haiku fragment, an Imagist line, or a piece of nature poetry, all of which are well-established modes."
standard_llm,llm-lines:0142,distant stars hang on broken trees,2,1,1,"This is a brief, imagistic line that fits squarely within the tradition of surrealist or imagist poetry, combining natural imagery in a dreamlike, metaphorical juxtaposition that is immediately recognizable as a poetic fragment."
lstm_vae,lstm-vae-lines:0270,dance when the devil's over,1,4,4,"This fragment feels like a lyric snippet or colloquial phrase that has an evocative, slightly mysterious quality, but its brevity and lack of elaborated imagery suggest it wasn't carefully constructed as a standalone literary artifact — it reads more like something overheard or half-remembered, giving it an unanticipated strangeness."
standard_llm,llm-lines:0754,the dark hums with secrets untold.,1,4,1,"This is a short, polished line that deploys conventional poetic devices — personification of darkness, the verb ""hums,"" and the stock phrase ""secrets untold"" — all clearly aimed at producing an atmospheric, mysterious literary effect."
standard_llm,llm-lines:0027,a thousand miles in moments lost to dust,2,3,1,"This is a concise, imagistic line that reads unmistakably as poetry or a poetic fragment, with its lyrical compression, evocative imagery, and rhythmic cadence fitting squarely within recognized poetic traditions."
lstm_vae,lstm-vae-lines:0781,the world's burns,1,2,5,"This extremely brief fragment feels like an accidental grammatical error or typo (perhaps meaning ""the world burns"" or ""the world's burns"") rather than a deliberate poetic construction, giving it an unintended quality that nonetheless produces an odd, ambiguous resonance."
standard_llm,llm-lines:0913,they walk through fire without fear,2,5,1,"This short declarative statement reads as a clear fragment of poetry or lyrical/inspirational prose, fitting easily into recognizable modes like poetic verse, aphorism, or motivational writing."
